"month","year","period","plot","species","n","treatment","sampled"
3,2014,423,8,"DM",6,"control",1
3,2014,423,8,"PB",1,"control",1
3,2014,423,8,"PP",1,"control",1
3,2014,423,9,"DM",4,"control",1
3,2014,423,11,"DM",6,"control",1
3,2014,423,11,"PE",2,"control",1
3,2014,423,11,"PP",1,"control",1
3,2014,423,12,"DM",3,"control",1
3,2014,423,12,"DO",1,"control",1
3,2014,423,12,"PB",2,"control",1
3,2014,423,12,"PE",2,"control",1
3,2014,423,12,"PP",1,"control",1
3,2014,423,12,"RM",2,"control",1
3,2014,423,14,"DM",8,"control",1
3,2014,423,14,"DO",2,"control",1
3,2014,423,14,"PP",1,"control",1
3,2014,423,17,"DM",7,"control",1
3,2014,423,17,"PB",1,"control",1
3,2014,423,17,"PP",5,"control",1
3,2014,423,22,"DM",8,"control",1
3,2014,423,22,"PP",2,"control",1
3,2014,424,1,"DM",1,"control",1
3,2014,424,1,"DO",3,"control",1
3,2014,424,1,"PB",2,"control",1
3,2014,424,1,"PE",1,"control",1
3,2014,424,1,"PP",7,"control",1
3,2014,424,2,"DM",3,"control",1
3,2014,424,2,"DO",3,"control",1
3,2014,424,2,"PE",3,"control",1
3,2014,424,2,"PP",3,"control",1
3,2014,424,4,"DM",7,"control",1
3,2014,424,4,"PP",6,"control",1
3,2014,424,8,"DM",7,"control",1
3,2014,424,8,"PP",7,"control",1
3,2014,424,9,"DM",4,"control",1
3,2014,424,9,"DO",2,"control",1
3,2014,424,9,"PP",5,"control",1
3,2014,424,11,"DM",4,"control",1
3,2014,424,11,"PP",4,"control",1
3,2014,424,12,"DM",2,"control",1
3,2014,424,12,"DO",5,"control",1
3,2014,424,12,"PB",1,"control",1
3,2014,424,12,"PP",2,"control",1
3,2014,424,12,"RM",2,"control",1
3,2014,424,14,"DM",10,"control",1
3,2014,424,14,"DO",1,"control",1
3,2014,424,14,"PP",4,"control",1
3,2014,424,17,"BA",1,"control",1
3,2014,424,17,"DM",8,"control",1
3,2014,424,17,"PB",1,"control",1
3,2014,424,17,"PP",3,"control",1
3,2014,424,17,"RM",2,"control",1
3,2014,424,22,"DM",8,"control",1
3,2014,424,22,"PE",1,"control",1
3,2014,424,22,"PP",3,"control",1
3,2015,436,1,"DM",3,"control",1
3,2015,436,1,"DO",5,"control",1
3,2015,436,1,"PB",1,"control",1
3,2015,436,1,"PE",2,"control",1
3,2015,436,1,"PP",2,"control",1
3,2015,436,1,"RM",2,"control",1
3,2015,436,2,"BA",2,"control",1
3,2015,436,2,"DM",2,"control",1
3,2015,436,2,"DO",3,"control",1
3,2015,436,2,"PB",2,"control",1
3,2015,436,2,"PE",1,"control",1
3,2015,436,2,"PP",4,"control",1
3,2015,436,2,"RM",2,"control",1
3,2015,436,4,"BA",2,"control",1
3,2015,436,4,"DM",4,"control",1
3,2015,436,4,"DO",1,"control",1
3,2015,436,4,"PP",7,"control",1
3,2015,436,4,"RM",2,"control",1
3,2015,436,8,"BA",2,"control",1
3,2015,436,8,"DM",2,"control",1
3,2015,436,8,"DO",6,"control",1
3,2015,436,8,"PP",3,"control",1
3,2015,436,8,"RM",2,"control",1
3,2015,436,9,"BA",1,"control",1
3,2015,436,9,"DM",5,"control",1
3,2015,436,9,"DO",1,"control",1
3,2015,436,9,"PP",4,"control",1
3,2015,436,9,"RM",2,"control",1
3,2015,436,11,"BA",1,"control",1
3,2015,436,11,"DM",5,"control",1
3,2015,436,11,"DO",1,"control",1
3,2015,436,11,"PE",1,"control",1
3,2015,436,11,"PP",2,"control",1
3,2015,436,11,"RM",2,"control",1
3,2015,436,11,"RO",1,"control",1
3,2015,436,12,"BA",1,"control",1
3,2015,436,12,"DM",5,"control",1
3,2015,436,12,"DO",2,"control",1
3,2015,436,12,"PB",1,"control",1
3,2015,436,12,"PE",1,"control",1
3,2015,436,12,"PP",8,"control",1
3,2015,436,12,"RM",1,"control",1
3,2015,436,14,"BA",1,"control",1
3,2015,436,14,"DM",6,"control",1
3,2015,436,14,"PP",2,"control",1
3,2015,436,14,"RM",3,"control",1
3,2015,436,17,"BA",2,"control",1
3,2015,436,17,"DM",3,"control",1
3,2015,436,17,"DO",2,"control",1
3,2015,436,17,"PP",6,"control",1
3,2015,436,17,"RM",2,"control",1
3,2015,436,17,"RO",1,"control",1
3,2015,436,22,"BA",1,"control",1
3,2015,436,22,"DM",7,"control",1
3,2015,436,22,"DO",1,"control",1
3,2015,436,22,"PP",4,"control",1
3,2016,447,4,"BA",1,"control",1
3,2016,447,4,"DM",4,"control",1
3,2016,447,4,"DO",3,"control",1
3,2016,447,4,"PP",1,"control",1
3,2016,447,5,"BA",1,"control",1
3,2016,447,5,"DM",8,"control",1
3,2016,447,5,"DO",3,"control",1
3,2016,447,6,"DM",1,"control",1
3,2016,447,6,"DO",2,"control",1
3,2016,447,6,"PP",2,"control",1
3,2016,447,7,"DM",5,"control",1
3,2016,447,7,"DO",4,"control",1
3,2016,447,7,"PP",1,"control",1
3,2016,447,11,"DM",6,"control",1
3,2016,447,11,"DO",3,"control",1
3,2016,447,13,"DM",4,"control",1
3,2016,447,13,"PE",1,"control",1
3,2016,447,13,"PP",4,"control",1
3,2016,447,14,"DM",4,"control",1
3,2016,447,14,"DO",3,"control",1
3,2016,447,14,"PP",1,"control",1
3,2016,447,14,"RM",2,"control",1
3,2016,447,17,"DM",3,"control",1
3,2016,447,17,"DO",2,"control",1
3,2016,447,17,"PP",2,"control",1
3,2016,447,17,"RM",1,"control",1
3,2016,447,18,"DM",5,"control",1
3,2016,447,18,"PP",2,"control",1
3,2016,447,24,"DM",3,"control",1
3,2016,447,24,"DO",1,"control",1
3,2016,447,24,"PE",1,"control",1
3,2016,447,24,"PP",1,"control",1
3,2016,447,24,"RM",1,"control",1
3,2017,460,4,"DM",1,"control",1
3,2017,460,4,"DO",3,"control",1
3,2017,460,4,"PP",1,"control",1
3,2017,460,4,"RO",1,"control",1
3,2017,460,5,"DM",9,"control",1
3,2017,460,5,"DO",1,"control",1
3,2017,460,5,"PE",1,"control",1
3,2017,460,6,"DM",4,"control",1
3,2017,460,6,"DO",1,"control",1
3,2017,460,7,"DM",6,"control",1
3,2017,460,7,"DO",5,"control",1
3,2017,460,7,"PE",1,"control",1
3,2017,460,7,"PM",1,"control",1
3,2017,460,7,"PP",1,"control",1
3,2017,460,11,"DM",4,"control",1
3,2017,460,11,"PP",2,"control",1
3,2017,460,13,"DM",7,"control",1
3,2017,460,13,"PE",1,"control",1
3,2017,460,13,"PP",1,"control",1
3,2017,460,14,"DM",3,"control",1
3,2017,460,14,"DO",5,"control",1
3,2017,460,14,"PP",4,"control",1
3,2017,460,17,"DM",4,"control",1
3,2017,460,17,"PP",3,"control",1
3,2017,460,18,"DM",7,"control",1
3,2017,460,18,"PE",1,"control",1
3,2017,460,18,"PP",1,"control",1
3,2017,460,18,"RM",1,"control",1
3,2017,460,24,"DM",7,"control",1
3,2017,460,24,"PE",2,"control",1
3,2017,460,24,"PP",1,"control",1
4,1978,10,1,"DM",1,"control",1
4,1978,10,1,"DS",4,"control",1
4,1978,10,2,"DM",3,"control",1
4,1978,10,2,"DS",1,"control",1
4,1978,10,4,"DM",1,"control",1
4,1978,10,4,"DS",4,"control",1
4,1978,10,5,"DM",1,"control",1
4,1978,10,5,"DS",3,"control",1
4,1978,10,8,"DM",1,"control",1
4,1978,10,8,"DS",2,"control",1
4,1978,10,9,"DM",3,"control",1
4,1978,10,9,"DS",3,"control",1
4,1978,10,9,"PF",1,"control",1
4,1978,10,11,"DM",2,"control",1
4,1978,10,11,"DS",3,"control",1
4,1978,10,12,"DM",2,"control",1
4,1978,10,12,"DS",1,"control",1
4,1978,10,13,"DM",2,"control",1
4,1978,10,14,"DM",1,"control",1
4,1978,10,14,"DS",1,"control",1
4,1978,10,17,"DM",3,"control",1
4,1978,10,17,"DO",1,"control",1
4,1978,10,17,"DS",2,"control",1
4,1978,10,18,"DM",4,"control",1
4,1978,10,18,"DS",1,"control",1
4,1978,10,20,"DM",1,"control",1
4,1978,10,20,"DS",1,"control",1
4,1978,10,22,"DM",1,"control",1
4,1978,10,22,"DS",1,"control",1
4,1979,22,1,"DM",1,"control",1
4,1979,22,1,"DS",2,"control",1
4,1979,22,2,"DM",1,"control",1
4,1979,22,4,"DM",1,"control",1
4,1979,22,4,"DS",1,"control",1
4,1979,22,5,"DS",2,"control",1
4,1979,22,8,"DS",1,"control",1
4,1979,22,9,"DS",6,"control",1
4,1979,22,11,"DM",2,"control",1
4,1979,22,12,"DM",1,"control",1
4,1979,22,12,"DS",3,"control",1
4,1979,22,13,"DS",2,"control",1
4,1979,22,13,"PE",1,"control",1
4,1979,22,14,"DM",2,"control",1
4,1979,22,14,"DS",2,"control",1
4,1979,22,17,"DO",1,"control",1
4,1979,22,17,"DS",2,"control",1
4,1979,22,18,"DO",2,"control",1
4,1979,22,18,"DS",1,"control",1
4,1979,22,20,"DS",2,"control",1
4,1979,22,20,"PE",1,"control",1
4,1979,22,22,"DS",2,"control",1
4,1980,33,1,"DM",2,"control",1
4,1980,33,1,"DS",2,"control",1
4,1980,33,1,"PF",1,"control",1
4,1980,33,1,"PP",1,"control",1
4,1980,33,2,"DM",3,"control",1
4,1980,33,2,"PF",2,"control",1
4,1980,33,4,"DM",1,"control",1
4,1980,33,4,"DS",4,"control",1
4,1980,33,4,"PF",1,"control",1
4,1980,33,6,"DS",1,"control",1
4,1980,33,6,"PF",1,"control",1
4,1980,33,8,"DO",1,"control",1
4,1980,33,8,"DS",1,"control",1
4,1980,33,8,"PF",1,"control",1
4,1980,33,9,"DM",1,"control",1
4,1980,33,9,"DS",4,"control",1
4,1980,33,11,"DS",2,"control",1
4,1980,33,12,"DM",5,"control",1
4,1980,33,12,"DS",1,"control",1
4,1980,33,13,"DM",2,"control",1
4,1980,33,13,"DS",2,"control",1
4,1980,33,14,"DM",2,"control",1
4,1980,33,14,"DS",1,"control",1
4,1980,33,17,"DM",1,"control",1
4,1980,33,17,"DO",1,"control",1
4,1980,33,18,"DS",3,"control",1
4,1980,33,20,"DS",2,"control",1
4,1980,33,22,"DS",2,"control",1
4,1982,57,1,"DM",2,"control",1
4,1982,57,1,"DO",2,"control",1
4,1982,57,1,"DS",2,"control",1
4,1982,57,2,"DO",1,"control",1
4,1982,57,2,"DS",3,"control",1
4,1982,57,4,"DM",3,"control",1
4,1982,57,4,"DS",3,"control",1
4,1982,57,6,"DS",4,"control",1
4,1982,57,8,"DO",1,"control",1
4,1982,57,8,"DS",2,"control",1
4,1982,57,8,"PF",1,"control",1
4,1982,57,9,"DS",8,"control",1
4,1982,57,11,"DM",3,"control",1
4,1982,57,11,"DS",2,"control",1
4,1982,57,11,"PP",1,"control",1
4,1982,57,12,"DM",7,"control",1
4,1982,57,12,"DS",1,"control",1
4,1982,57,12,"PM",1,"control",1
4,1982,57,12,"PP",1,"control",1
4,1982,57,12,"RM",1,"control",1
4,1982,57,13,"DM",2,"control",1
4,1982,57,13,"DO",1,"control",1
4,1982,57,13,"DS",1,"control",1
4,1982,57,14,"DM",3,"control",1
4,1982,57,14,"RM",1,"control",1
4,1982,57,17,"DM",1,"control",1
4,1982,57,17,"DO",2,"control",1
4,1982,57,17,"PE",1,"control",1
4,1982,57,17,"PM",1,"control",1
4,1982,57,18,"DM",2,"control",1
4,1982,57,18,"DS",3,"control",1
4,1982,57,18,"RM",1,"control",1
4,1982,57,20,"DM",4,"control",1
4,1982,57,20,"DO",1,"control",1
4,1982,57,20,"DS",3,"control",1
4,1982,57,20,"PP",1,"control",1
4,1982,57,22,"DM",1,"control",1
4,1982,57,22,"DS",5,"control",1
4,1982,57,22,"PE",1,"control",1
4,1983,67,1,"DM",4,"control",1
4,1983,67,1,"DO",1,"control",1
4,1983,67,1,"DS",5,"control",1
4,1983,67,1,"PF",1,"control",1
4,1983,67,2,"DM",3,"control",1
4,1983,67,2,"DS",1,"control",1
4,1983,67,2,"PE",1,"control",1
4,1983,67,2,"PF",1,"control",1
4,1983,67,2,"PM",1,"control",1
4,1983,67,2,"RM",1,"control",1
4,1983,67,4,"DM",1,"control",1
4,1983,67,4,"DS",3,"control",1
4,1983,67,4,"PF",2,"control",1
4,1983,67,6,"DM",2,"control",1
4,1983,67,6,"DO",3,"control",1
4,1983,67,6,"PP",1,"control",1
4,1983,67,6,"RM",1,"control",1
4,1983,67,8,"DO",3,"control",1
4,1983,67,8,"DS",4,"control",1
4,1983,67,8,"PF",3,"control",1
4,1983,67,9,"DO",1,"control",1
4,1983,67,9,"DS",4,"control",1
4,1983,67,9,"PF",1,"control",1
4,1983,67,11,"DM",2,"control",1
4,1983,67,11,"DS",3,"control",1
4,1983,67,11,"PF",1,"control",1
4,1983,67,11,"PM",1,"control",1
4,1983,67,12,"DM",4,"control",1
4,1983,67,12,"DO",1,"control",1
4,1983,67,12,"DS",2,"control",1
4,1983,67,13,"DM",2,"control",1
4,1983,67,13,"DO",1,"control",1
4,1983,67,13,"DS",1,"control",1
4,1983,67,13,"PF",1,"control",1
4,1983,67,13,"PP",1,"control",1
4,1983,67,14,"DM",5,"control",1
4,1983,67,14,"DS",1,"control",1
4,1983,67,14,"PE",2,"control",1
4,1983,67,17,"DM",2,"control",1
4,1983,67,17,"DO",1,"control",1
4,1983,67,17,"DS",1,"control",1
4,1983,67,17,"PE",1,"control",1
4,1983,67,17,"RM",1,"control",1
4,1983,67,18,"DM",5,"control",1
4,1983,67,18,"DS",4,"control",1
4,1983,67,20,"DM",2,"control",1
4,1983,67,20,"DO",1,"control",1
4,1983,67,20,"DS",1,"control",1
4,1983,67,22,"DM",3,"control",1
4,1983,67,22,"DS",5,"control",1
4,1983,67,22,"PF",3,"control",1
4,1983,67,22,"RM",1,"control",1
4,1984,78,1,"DM",3,"control",1
4,1984,78,2,"DM",1,"control",1
4,1984,78,4,"DM",1,"control",1
4,1984,78,4,"DS",2,"control",1
4,1984,78,6,"DM",1,"control",1
4,1984,78,8,"DO",1,"control",1
4,1984,78,9,"DM",1,"control",1
4,1984,78,9,"DO",2,"control",1
4,1984,78,9,"DS",2,"control",1
4,1984,78,9,"PP",1,"control",1
4,1984,78,11,"DM",1,"control",1
4,1984,78,11,"DS",1,"control",1
4,1984,78,12,"DM",1,"control",1
4,1984,78,12,"DO",1,"control",1
4,1984,78,12,"DS",2,"control",1
4,1984,78,12,"PM",1,"control",1
4,1984,78,13,"DS",1,"control",1
4,1984,78,13,"RM",1,"control",1
4,1984,78,14,"DM",1,"control",1
4,1984,78,14,"RM",1,"control",1
4,1984,78,17,"DM",1,"control",1
4,1984,78,17,"DS",1,"control",1
4,1984,78,18,"DM",3,"control",1
4,1984,78,18,"DS",1,"control",1
4,1984,78,20,"DM",1,"control",1
4,1984,78,20,"DS",1,"control",1
4,1984,78,22,"DM",2,"control",1
4,1984,78,22,"DS",4,"control",1
4,1984,78,22,"PM",1,"control",1
4,1986,98,1,"DM",3,"control",1
4,1986,98,1,"DO",1,"control",1
4,1986,98,1,"DS",4,"control",1
4,1986,98,1,"PM",1,"control",1
4,1986,98,2,"DM",5,"control",1
4,1986,98,4,"DM",2,"control",1
4,1986,98,4,"DO",1,"control",1
4,1986,98,4,"DS",3,"control",1
4,1986,98,6,"DO",1,"control",1
4,1986,98,8,"DO",1,"control",1
4,1986,98,8,"DS",2,"control",1
4,1986,98,9,"DM",5,"control",1
4,1986,98,9,"DS",1,"control",1
4,1986,98,11,"DM",4,"control",1
4,1986,98,11,"DS",1,"control",1
4,1986,98,12,"DM",5,"control",1
4,1986,98,12,"DO",2,"control",1
4,1986,98,12,"DS",1,"control",1
4,1986,98,13,"DM",3,"control",1
4,1986,98,14,"DM",4,"control",1
4,1986,98,17,"DM",1,"control",1
4,1986,98,17,"DO",1,"control",1
4,1986,98,18,"DM",1,"control",1
4,1986,98,20,"DM",1,"control",1
4,1986,98,22,"DM",3,"control",1
4,1986,98,22,"DS",1,"control",1
4,1986,98,22,"PE",2,"control",1
4,1987,109,1,"DM",3,"control",1
4,1987,109,1,"DS",2,"control",1
4,1987,109,2,"DM",3,"control",1
4,1987,109,2,"DO",2,"control",1
4,1987,109,2,"DS",1,"control",1
4,1987,109,2,"PE",1,"control",1
4,1987,109,2,"PM",3,"control",1
4,1987,109,4,"DM",4,"control",1
4,1987,109,4,"DS",2,"control",1
4,1987,109,4,"PP",1,"control",1
4,1987,109,4,"RM",1,"control",1
4,1987,109,6,"DM",1,"control",1
4,1987,109,6,"DO",5,"control",1
4,1987,109,6,"PE",1,"control",1
4,1987,109,6,"PM",1,"control",1
4,1987,109,8,"DM",3,"control",1
4,1987,109,8,"DO",1,"control",1
4,1987,109,8,"DS",3,"control",1
4,1987,109,9,"DM",4,"control",1
4,1987,109,9,"DO",4,"control",1
4,1987,109,9,"DS",1,"control",1
4,1987,109,11,"DM",2,"control",1
4,1987,109,11,"PE",1,"control",1
4,1987,109,11,"PP",1,"control",1
4,1987,109,12,"DM",3,"control",1
4,1987,109,13,"DM",2,"control",1
4,1987,109,13,"DS",2,"control",1
4,1987,109,13,"PE",1,"control",1
4,1987,109,14,"DM",2,"control",1
4,1987,109,14,"PE",1,"control",1
4,1987,109,14,"RM",1,"control",1
4,1987,109,17,"DM",1,"control",1
4,1987,109,17,"DO",3,"control",1
4,1987,109,18,"DM",3,"control",1
4,1987,109,20,"DM",5,"control",1
4,1987,109,20,"DO",3,"control",1
4,1987,109,22,"DM",1,"control",1
4,1987,109,22,"DS",1,"control",1
4,1987,110,1,"DM",3,"control",1
4,1987,110,1,"DS",4,"control",1
4,1987,110,2,"DM",1,"control",1
4,1987,110,2,"DO",2,"control",1
4,1987,110,2,"DS",1,"control",1
4,1987,110,2,"PE",1,"control",1
4,1987,110,2,"PM",1,"control",1
4,1987,110,4,"DM",3,"control",1
4,1987,110,4,"DS",2,"control",1
4,1987,110,6,"DO",7,"control",1
4,1987,110,8,"DM",1,"control",1
4,1987,110,8,"DO",1,"control",1
4,1987,110,8,"DS",3,"control",1
4,1987,110,8,"PE",1,"control",1
4,1987,110,9,"DM",5,"control",1
4,1987,110,9,"DO",1,"control",1
4,1987,110,9,"DS",2,"control",1
4,1987,110,11,"DM",3,"control",1
4,1987,110,11,"DS",1,"control",1
4,1987,110,11,"PE",1,"control",1
4,1987,110,11,"PP",1,"control",1
4,1987,110,12,"DM",4,"control",1
4,1987,110,12,"DO",2,"control",1
4,1987,110,12,"PP",1,"control",1
4,1987,110,13,"DM",1,"control",1
4,1987,110,13,"PE",1,"control",1
4,1987,110,14,"DM",4,"control",1
4,1987,110,17,"DM",1,"control",1
4,1987,110,17,"DO",1,"control",1
4,1987,110,17,"PE",2,"control",1
4,1987,110,17,"PM",1,"control",1
4,1987,110,18,"DM",2,"control",1
4,1987,110,18,"PE",1,"control",1
4,1987,110,20,"DM",2,"control",1
4,1987,110,20,"PE",1,"control",1
4,1987,110,22,"DO",1,"control",1
4,1987,110,22,"DS",1,"control",1
4,1988,121,2,"DM",1,"control",1
4,1988,121,2,"DO",2,"control",1
4,1988,121,2,"DS",1,"control",1
4,1988,121,2,"PE",2,"control",1
4,1988,121,4,"DM",2,"control",1
4,1988,121,4,"DS",1,"control",1
4,1988,121,4,"PF",1,"control",1
4,1988,121,8,"DM",4,"control",1
4,1988,121,8,"DO",1,"control",1
4,1988,121,8,"DS",2,"control",1
4,1988,121,11,"DM",3,"control",1
4,1988,121,11,"PP",1,"control",1
4,1988,121,12,"DM",3,"control",1
4,1988,121,12,"DO",3,"control",1
4,1988,121,14,"DM",1,"control",1
4,1988,121,14,"DO",1,"control",1
4,1988,121,14,"RM",1,"control",1
4,1988,121,17,"DO",3,"control",1
4,1988,121,22,"DM",3,"control",1
4,1988,121,22,"DS",2,"control",1
4,1989,133,2,"DO",1,"control",1
4,1989,133,2,"PE",1,"control",1
4,1989,133,2,"RM",1,"control",1
4,1989,133,4,"DM",5,"control",1
4,1989,133,4,"DS",1,"control",1
4,1989,133,4,"PP",1,"control",1
4,1989,133,4,"RM",1,"control",1
4,1989,133,8,"DM",5,"control",1
4,1989,133,8,"DS",1,"control",1
4,1989,133,11,"DM",2,"control",1
4,1989,133,11,"PE",1,"control",1
4,1989,133,11,"RM",2,"control",1
4,1989,133,12,"DM",1,"control",1
4,1989,133,12,"DO",1,"control",1
4,1989,133,12,"RF",1,"control",1
4,1989,133,12,"RM",2,"control",1
4,1989,133,14,"DM",2,"control",1
4,1989,133,14,"PE",1,"control",1
4,1989,133,17,"DO",2,"control",1
4,1989,133,17,"RM",1,"control",1
4,1989,133,22,"DM",3,"control",1
4,1989,133,22,"DS",2,"control",1
4,1989,133,22,"RM",1,"control",1
4,1990,146,2,"DO",2,"control",1
4,1990,146,2,"RM",1,"control",1
4,1990,146,4,"DM",9,"control",1
4,1990,146,4,"DS",1,"control",1
4,1990,146,8,"DM",5,"control",1
4,1990,146,8,"DO",2,"control",1
4,1990,146,11,"DM",5,"control",1
4,1990,146,11,"DO",3,"control",1
4,1990,146,12,"DO",1,"control",1
4,1990,146,14,"DM",5,"control",1
4,1990,146,14,"DO",1,"control",1
4,1990,146,17,"DM",1,"control",1
4,1990,146,17,"DO",4,"control",1
4,1990,146,22,"DM",2,"control",1
4,1990,146,22,"PH",1,"control",1
4,1991,158,2,"DO",2,"control",1
4,1991,158,2,"PP",1,"control",1
4,1991,158,4,"DM",5,"control",1
4,1991,158,8,"DM",10,"control",1
4,1991,158,11,"DM",3,"control",1
4,1991,158,11,"DO",2,"control",1
4,1991,158,12,"PP",1,"control",1
4,1991,158,14,"DM",4,"control",1
4,1991,158,14,"DO",1,"control",1
4,1991,158,14,"PE",1,"control",1
4,1991,158,17,"DM",1,"control",1
4,1991,158,17,"DO",2,"control",1
4,1991,158,22,"DM",1,"control",1
4,1991,158,22,"DS",1,"control",1
4,1992,170,2,"DM",1,"control",1
4,1992,170,2,"DO",3,"control",1
4,1992,170,2,"PE",1,"control",1
4,1992,170,4,"DM",6,"control",1
4,1992,170,4,"PF",2,"control",1
4,1992,170,8,"DM",1,"control",1
4,1992,170,8,"DO",1,"control",1
4,1992,170,11,"DM",2,"control",1
4,1992,170,11,"PE",1,"control",1
4,1992,170,12,"DM",3,"control",1
4,1992,170,14,"DM",5,"control",1
4,1992,170,14,"DO",1,"control",1
4,1992,170,17,"DM",8,"control",1
4,1992,170,22,"DM",1,"control",1
4,1992,170,22,"DS",2,"control",1
4,1993,182,2,"DO",1,"control",1
4,1993,182,4,"DM",2,"control",1
4,1993,182,4,"PP",1,"control",1
4,1993,182,8,"DM",2,"control",1
4,1993,182,11,"DM",2,"control",1
4,1993,182,11,"PP",3,"control",1
4,1993,182,11,"RM",1,"control",1
4,1993,182,12,"DM",2,"control",1
4,1993,182,14,"DM",4,"control",1
4,1993,182,17,"PP",2,"control",1
4,1993,182,22,"DS",2,"control",1
4,1994,194,2,"DM",2,"control",1
4,1994,194,2,"PP",1,"control",1
4,1994,194,4,"DM",4,"control",1
4,1994,194,8,"DM",2,"control",1
4,1994,194,8,"DO",2,"control",1
4,1994,194,11,"DM",9,"control",1
4,1994,194,12,"DM",2,"control",1
4,1994,194,14,"DM",3,"control",1
4,1994,194,17,"DM",3,"control",1
4,1994,194,17,"PF",1,"control",1
4,1994,194,22,"DM",4,"control",1
4,1994,194,22,"DS",2,"control",1
4,1994,194,22,"PP",1,"control",1
4,1995,206,2,"DM",1,"control",1
4,1995,206,2,"DO",1,"control",1
4,1995,206,4,"DM",4,"control",1
4,1995,206,8,"DM",1,"control",1
4,1995,206,8,"DO",1,"control",1
4,1995,206,11,"DM",5,"control",1
4,1995,206,12,"DM",3,"control",1
4,1995,206,12,"RM",1,"control",1
4,1995,206,14,"DM",4,"control",1
4,1995,206,17,"DM",6,"control",1
4,1995,206,17,"PF",2,"control",1
4,1995,207,2,"DM",1,"control",1
4,1995,207,2,"DO",1,"control",1
4,1995,207,4,"DM",3,"control",1
4,1995,207,8,"DO",1,"control",1
4,1995,207,11,"DM",4,"control",1
4,1995,207,12,"DM",1,"control",1
4,1995,207,14,"DM",7,"control",1
4,1995,207,17,"DM",3,"control",1
4,1995,207,17,"PF",1,"control",1
4,1995,207,22,"DM",1,"control",1
4,1996,219,2,"DM",4,"control",1
4,1996,219,2,"PE",3,"control",1
4,1996,219,2,"PP",1,"control",1
4,1996,219,2,"RM",1,"control",1
4,1996,219,4,"DM",7,"control",1
4,1996,219,4,"PF",5,"control",1
4,1996,219,4,"PP",1,"control",1
4,1996,219,8,"DM",2,"control",1
4,1996,219,8,"DO",6,"control",1
4,1996,219,8,"PF",4,"control",1
4,1996,219,8,"PP",9,"control",1
4,1996,219,11,"DM",5,"control",1
4,1996,219,11,"DO",5,"control",1
4,1996,219,11,"PM",2,"control",1
4,1996,219,11,"PP",1,"control",1
4,1996,219,11,"RM",3,"control",1
4,1996,219,12,"DM",4,"control",1
4,1996,219,12,"DO",1,"control",1
4,1996,219,12,"PF",1,"control",1
4,1996,219,12,"PP",1,"control",1
4,1996,219,12,"RM",3,"control",1
4,1996,219,14,"DM",7,"control",1
4,1996,219,14,"PF",1,"control",1
4,1996,219,17,"DM",6,"control",1
4,1996,219,17,"PF",2,"control",1
4,1996,219,17,"RM",2,"control",1
4,1996,219,22,"DM",3,"control",1
4,1996,219,22,"PF",2,"control",1
4,1997,230,2,"DM",2,"control",1
4,1997,230,2,"DO",1,"control",1
4,1997,230,2,"PB",1,"control",1
4,1997,230,2,"PE",1,"control",1
4,1997,230,2,"PM",3,"control",1
4,1997,230,2,"PP",7,"control",1
4,1997,230,2,"RM",1,"control",1
4,1997,230,4,"DM",6,"control",1
4,1997,230,4,"DO",1,"control",1
4,1997,230,4,"PF",3,"control",1
4,1997,230,4,"PP",1,"control",1
4,1997,230,8,"DM",1,"control",1
4,1997,230,8,"DO",5,"control",1
4,1997,230,8,"PF",1,"control",1
4,1997,230,8,"PP",2,"control",1
4,1997,230,8,"RM",2,"control",1
4,1997,230,11,"DM",2,"control",1
4,1997,230,11,"DO",2,"control",1
4,1997,230,11,"PM",1,"control",1
4,1997,230,11,"PP",3,"control",1
4,1997,230,11,"RM",1,"control",1
4,1997,230,12,"DM",12,"control",1
4,1997,230,12,"PB",1,"control",1
4,1997,230,12,"PF",1,"control",1
4,1997,230,12,"PP",7,"control",1
4,1997,230,12,"RM",2,"control",1
4,1997,230,14,"DM",13,"control",1
4,1997,230,14,"PP",1,"control",1
4,1997,230,17,"DM",8,"control",1
4,1997,230,17,"PF",2,"control",1
4,1997,230,17,"PM",2,"control",1
4,1997,230,17,"PP",2,"control",1
4,1997,230,17,"RM",2,"control",1
4,1997,230,22,"DM",3,"control",1
4,1997,230,22,"PP",2,"control",1
4,1997,230,22,"RM",2,"control",1
4,1999,254,2,"DM",2,"control",1
4,1999,254,2,"DO",2,"control",1
4,1999,254,2,"DS",2,"control",1
4,1999,254,2,"PP",1,"control",1
4,1999,254,4,"DM",10,"control",1
4,1999,254,4,"PP",1,"control",1
4,1999,254,8,"DM",1,"control",1
4,1999,254,8,"DO",5,"control",1
4,1999,254,8,"PB",1,"control",1
4,1999,254,11,"DM",3,"control",1
4,1999,254,11,"DO",4,"control",1
4,1999,254,11,"PP",1,"control",1
4,1999,254,12,"DM",7,"control",1
4,1999,254,12,"DO",1,"control",1
4,1999,254,12,"PB",1,"control",1
4,1999,254,12,"PP",1,"control",1
4,1999,254,14,"DM",3,"control",1
4,1999,254,17,"DM",8,"control",1
4,1999,254,22,"DM",5,"control",1
4,1999,254,22,"PB",2,"control",1
4,2000,264,2,"DO",1,"control",1
4,2000,264,2,"PB",3,"control",1
4,2000,264,2,"PP",2,"control",1
4,2000,264,4,"DM",1,"control",1
4,2000,264,4,"PB",1,"control",1
4,2000,264,4,"PP",2,"control",1
